Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Sub-Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,PPU Before Discount,Profit Margin,Dispatch time,Shipping Cost,"c_name, city, state",High / Low / Loss
2017-04-06,CA-2017-133669,8,Susan Vittorini,Consumer,Panasonic KX TS208W Corded phone,Technology,Phones,Panasonic,Columbus,Ohio,East,2017-04-10,Standard Class,0.40,-47.00,-0.20,235.00,48.96,-0.20,4,6.86,Susan VittoriniColumbus,Loss
2017-04-07,CA-2017-133697,4,Chuck Magee,Consumer,Staples,Office Supplies,Fasteners,Other,Houston,Texas,Central,2017-04-12,Second Class,0.20,8.00,0.31,25.00,7.81,0.32,5,9.96,Chuck MageeHouston,Low
2017-04-07,CA-2017-133697,7,Chuck Magee,Consumer,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,Other,Houston,Texas,Central,2017-04-12,Second Class,0.20,16.00,0.31,51.00,9.11,0.31,5,9.96,Chuck MageeHouston,Low
2017-04-07,CA-2017-133697,1,Chuck Magee,Consumer,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,Office Star,Houston,Texas,Central,2017-04-12,Second Class,0.30,-15.00,-0.26,57.00,81.43,-0.26,5,9.96,Chuck MageeHouston,Loss
2017-04-07,CA-2017-133711,5,Mark Cousins,Corporate,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,Wilson Jones,Mobile,Alabama,South,2017-04-08,First Class,0.00,17.00,0.50,34.00,6.80,0.50,1,24.11,Mark CousinsMobile,Low
2017-04-07,CA-2017-133711,7,Mark Cousins,Corporate,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,Mobile,Alabama,South,2017-04-08,First Class,0.00,35.00,0.49,71.00,10.14,0.49,1,24.11,Mark CousinsMobile,Low
2017-04-07,CA-2017-133711,3,Mark Cousins,Corporate,Surelock Post Binders,Office Supplies,Binders,Other,Mobile,Alabama,South,2017-04-08,First Class,0.00,46.00,0.50,92.00,30.67,0.50,1,24.11,Mark CousinsMobile,High
2017-04-08,CA-2017-133711,8,Mark Cousins,Corporate,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,Hewlett-Packard,Mobile,Alabama,South,2017-04-08,First Class,0.00,"1,459.00",0.48,"3,040.00",380.00,0.48,0,24.11,Mark CousinsMobile,High
2017-04-08,CA-2017-133725,9,Ken Lonsdale,Consumer,Mitel MiVoice 5330e IP Phone,Technology,Phones,Mitel,Chicago,Illinois,Central,2017-04-10,Standard Class,0.20,148.00,0.08,"1,980.00",275.00,0.07,2,13.20,Ken LonsdaleChicago,High
2017-04-08,CA-2017-133795,4,Jeremy Ellison,Consumer,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Furnishings,Eldon,San Diego,California,West,2017-04-15,Standard Class,0.00,11.00,0.28,40.00,10.00,0.28,7,14.30,Jeremy EllisonSan Diego,Low
2017-04-08,CA-2017-133795,2,Jeremy Ellison,Consumer,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,SanDisk,San Diego,California,West,2017-04-15,Standard Class,0.00,22.00,0.30,73.00,36.50,0.30,7,14.30,Jeremy EllisonSan Diego,Low
2017-04-08,CA-2017-133795,3,Jeremy Ellison,Consumer,Logitech P710e Mobile Speakerphone,Technology,Accessories,Logitech,San Diego,California,West,2017-04-15,Standard Class,0.00,147.00,0.19,772.00,257.33,0.19,7,14.30,Jeremy EllisonSan Diego,High
2017-04-08,CA-2017-133802,6,Stephanie Phelps,Corporate,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Wilson Jones,Redwood City,California,West,2017-04-10,Standard Class,0.20,14.00,0.34,42.00,8.75,0.33,2,6.28,Stephanie PhelpsRedwood City,Low
2017-04-08,CA-2017-133816,2,Christopher Schild,Home Office,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,ClearOne,Philadelphia,Pennsylvania,East,2017-04-19,Second Class,0.40,-124.00,-0.17,744.00,620.00,-0.17,11,6.23,Christopher SchildPhiladelphia,Loss
2017-04-08,CA-2017-133872,2,Vivian Mathis,Consumer,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,Verbatim,Boca Raton,Florida,South,2017-04-12,First Class,0.20,2.00,0.13,18.00,11.25,0.11,4,16.87,Vivian MathisBoca Raton,Low
2017-04-08,CA-2017-133872,4,Vivian Mathis,Consumer,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,GBC,Boca Raton,Florida,South,2017-04-12,First Class,0.70,-27.00,-0.67,40.00,33.33,-0.68,4,16.87,Vivian MathisBoca Raton,Loss
2017-04-08,CA-2017-133935,9,Jane Waco,Corporate,Xerox 1945,Office Supplies,Paper,Xerox,San Diego,California,West,2017-04-10,Standard Class,0.00,181.00,0.49,369.00,41.00,0.49,2,14.30,Jane WacoSan Diego,High
2017-04-08,CA-2017-133935,2,Jane Waco,Corporate,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,Global,San Diego,California,West,2017-04-10,Standard Class,0.20,50.00,0.06,802.00,501.25,0.06,2,14.30,Jane WacoSan Diego,High
2017-04-08,CA-2017-133935,9,Jane Waco,Corporate,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,San Diego,California,West,2017-04-10,Standard Class,0.20,-100.00,-0.11,886.00,123.06,-0.11,2,14.30,Jane WacoSan Diego,Loss
2017-04-08,CA-2017-134110,4,Barry Gonzalez,Consumer,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,TOPS,The Colony,Texas,Central,2017-04-20,First Class,0.20,6.00,0.36,15.00,4.69,0.40,12,15.63,Barry GonzalezThe Colony,Low
2017-04-08,CA-2017-134110,3,Barry Gonzalez,Consumer,Apple EarPods with Remote and Mic,Technology,Phones,Apple,The Colony,Texas,Central,2017-04-20,First Class,0.20,7.00,0.10,67.00,27.92,0.10,12,15.63,Barry GonzalezThe Colony,Low
2017-04-08,CA-2017-134138,2,John Dryer,Consumer,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon,Belleville,New Jersey,East,2017-04-19,Standard Class,0.00,36.00,0.16,228.00,114.00,0.16,11,6.48,John DryerBelleville,High
2017-04-08,CA-2017-134180,1,Julie Prescott,Home Office,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,NETGEAR,Philadelphia,Pennsylvania,East,2017-04-13,Standard Class,0.20,14.00,0.20,72.00,90.00,0.19,5,7.98,Julie PrescottPhiladelphia,Low
2017-04-08,CA-2017-134180,7,Julie Prescott,Home Office,Bevis Steel Folding Chairs,Furniture,Chairs,Bevis,Philadelphia,Pennsylvania,East,2017-04-13,Standard Class,0.30,-13.00,-0.03,470.00,95.92,-0.03,5,7.98,Julie PrescottPhiladelphia,Loss
2017-04-08,CA-2017-134208,4,Cindy Stewart,Consumer,Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,Lexmark,Columbus,Georgia,South,2017-04-12,Standard Class,0.00,190.00,0.48,396.00,99.00,0.48,4,6.86,Cindy StewartColumbus,High
2017-04-09,CA-2017-134222,6,Nick Zandusky,Home Office,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,GBC,Yuma,Arizona,West,2017-04-09,Same Day,0.70,-36.00,-0.80,45.00,25.00,-0.80,0,54.91,Nick ZanduskyYuma,Loss
2017-04-09,CA-2017-134334,1,Dave Kipp,Consumer,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,Wirebound,Clinton,Maryland,East,2017-04-12,First Class,0.00,2.00,0.45,5.00,5.00,0.40,3,21.59,Dave KippClinton,Low
2017-04-09,CA-2017-134334,3,Dave Kipp,Consumer,Economy #2 Pencils,Office Supplies,Art,Other,Clinton,Maryland,East,2017-04-12,First Class,0.00,2.00,0.26,8.00,2.67,0.25,3,21.59,Dave KippClinton,Low
2017-04-09,CA-2017-134334,6,Dave Kipp,Consumer,Regeneration Desk Collection,Furniture,Furnishings,Other,Clinton,Maryland,East,2017-04-12,First Class,0.00,5.00,0.44,11.00,1.83,0.45,3,21.59,Dave KippClinton,Low
2017-04-10,CA-2017-134334,3,Dave Kipp,Consumer,Bevis Boat-Shaped Conference Table,Furniture,Tables,Bevis,Clinton,Maryland,East,2017-04-12,First Class,0.30,-47.00,-0.09,550.00,261.90,-0.09,2,21.59,Dave KippClinton,Loss
2017-04-10,CA-2017-134348,7,Maurice Satty,Consumer,Round Ring Binders,Office Supplies,Binders,Other,Mesa,Arizona,West,2017-04-21,Standard Class,0.70,-3.00,-0.77,4.00,1.90,-0.75,11,10.67,Maurice SattyMesa,Loss
2017-04-10,CA-2017-134348,5,Maurice Satty,Consumer,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,Avery,Mesa,Arizona,West,2017-04-21,Standard Class,0.70,-5.00,-0.73,6.00,4.00,-0.83,11,10.67,Maurice SattyMesa,Loss
2017-04-10,CA-2017-134348,2,Maurice Satty,Consumer,Micropad Numeric Keypads,Technology,Accessories,Other,Mesa,Arizona,West,2017-04-21,Standard Class,0.20,2.00,0.06,32.00,20.00,0.06,11,10.67,Maurice SattyMesa,Low
2017-04-10,CA-2017-134362,4,Linda Southworth,Corporate,Avery 483,Office Supplies,Labels,Avery,Philadelphia,Pennsylvania,East,2017-04-19,First Class,0.20,5.00,0.33,16.00,5.00,0.31,9,20.11,Linda SouthworthPhiladelphia,Low
2017-04-10,CA-2017-134376,3,Tim Taslimi,Corporate,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,Kensington,New York City,New York,East,2017-04-14,Standard Class,0.00,17.00,0.27,61.00,20.33,0.28,4,10.09,Tim TaslimiNew York City,Low
2017-04-10,CA-2017-134425,5,Quincy Jones,Corporate,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,Motorola,Saint Paul,Minnesota,Central,2017-04-21,Second Class,0.00,2.00,0.02,115.00,23.00,0.02,11,7.87,Quincy JonesSaint Paul,Low
2017-04-10,CA-2017-134474,2,Anthony Johnson,Corporate,Newell 337,Office Supplies,Art,Newell,Jacksonville,Florida,South,2017-04-13,Second Class,0.20,1.00,0.11,5.00,3.13,0.20,3,4.09,Anthony JohnsonJacksonville,Low
2017-04-12,CA-2017-134474,2,Anthony Johnson,Corporate,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech,Jacksonville,Florida,South,2017-04-13,Second Class,0.20,5.00,0.09,59.00,36.88,0.08,1,4.09,Anthony JohnsonJacksonville,Low
2017-04-12,CA-2017-134474,6,Anthony Johnson,Corporate,Logitech MX Performance Wireless Mouse,Technology,Accessories,Logitech,Jacksonville,Florida,South,2017-04-13,Second Class,0.20,41.00,0.21,191.00,39.79,0.21,1,4.09,Anthony JohnsonJacksonville,High
2017-04-12,CA-2017-134516,2,Filia McAdams,Corporate,Dana Swing-Arm Lamps,Furniture,Furnishings,Dana,Greensboro,North Carolina,South,2017-04-13,Standard Class,0.20,1.00,0.06,17.00,10.63,0.06,1,8.36,Filia McAdamsGreensboro,Low
2017-04-12,CA-2017-134516,1,Filia McAdams,Corporate,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,Greensboro,North Carolina,South,2017-04-13,Standard Class,0.20,-11.00,-0.11,98.00,122.50,-0.11,1,8.36,Filia McAdamsGreensboro,Loss
2017-04-12,CA-2017-134544,2,Anna Chung,Consumer,i.Sound Portable Power - 8000 mAh,Technology,Phones,Other,San Francisco,California,West,2017-04-15,Second Class,0.20,-20.00,-0.24,85.00,53.13,-0.24,3,2.77,Anna ChungSan Francisco,Loss
2017-04-12,CA-2017-134691,2,Kelly Collister,Consumer,Binder Posts,Office Supplies,Binders,Other,Houston,Texas,Central,2017-04-14,Standard Class,0.80,-4.00,-1.70,2.00,5.00,-2.00,2,11.99,Kelly CollisterHouston,Loss
2017-04-12,CA-2017-134775,3,Alejandro Savely,Corporate,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,Other,San Francisco,California,West,2017-04-13,First Class,0.20,17.00,0.35,50.00,20.83,0.34,1,16.04,Alejandro SavelySan Francisco,Low
2017-04-12,CA-2017-134775,7,Alejandro Savely,Corporate,Southworth Structures Collection,Office Supplies,Paper,Southworth,San Francisco,California,West,2017-04-13,First Class,0.00,25.00,0.50,51.00,7.29,0.49,1,16.04,Alejandro SavelySan Francisco,Low
2017-04-12,CA-2017-134789,4,Christine Kargatis,Home Office,Xerox 1993,Office Supplies,Paper,Xerox,Hot Springs,Arkansas,South,2017-04-16,Standard Class,0.00,13.00,0.49,26.00,6.50,0.50,4,9.55,Christine KargatisHot Springs,Low
2017-04-12,CA-2017-134789,6,Christine Kargatis,Home Office,Advantus Plastic Paper Clips,Office Supplies,Fasteners,Advantus,Hot Springs,Arkansas,South,2017-04-16,Standard Class,0.00,14.00,0.48,30.00,5.00,0.47,4,9.55,Christine KargatisHot Springs,Low
2017-04-12,CA-2017-134789,4,Christine Kargatis,Home Office,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,Eldon,Hot Springs,Arkansas,South,2017-04-16,Standard Class,0.00,32.00,0.20,160.00,40.00,0.20,4,9.55,Christine KargatisHot Springs,Low
2017-04-13,CA-2017-134803,4,Clay Ludtke,Consumer,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,Wilson Jones,Los Angeles,California,West,2017-04-23,Standard Class,0.20,7.00,0.33,23.00,7.19,0.30,10,14.86,Clay LudtkeLos Angeles,Low
2017-04-14,CA-2017-134803,7,Clay Ludtke,Consumer,Imation Clip USB flash drive - 8 GB,Technology,Accessories,Imation,Los Angeles,California,West,2017-04-23,Standard Class,0.00,8.00,0.06,132.00,18.86,0.06,9,14.86,Clay LudtkeLos Angeles,Low
2017-04-14,CA-2017-134803,8,Clay Ludtke,Consumer,Xerox 1991,Office Supplies,Paper,Xerox,Los Angeles,California,West,2017-04-23,Standard Class,0.00,84.00,0.46,183.00,22.88,0.46,9,14.86,Clay LudtkeLos Angeles,High
2017-04-14,CA-2017-134803,2,Clay Ludtke,Consumer,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,Kensington,Los Angeles,California,West,2017-04-23,Standard Class,0.00,79.00,0.30,262.00,131.00,0.30,9,14.86,Clay LudtkeLos Angeles,High
2017-04-14,CA-2017-134803,2,Clay Ludtke,Consumer,Okidata C331dn Printer,Technology,Machines,Okidata,Los Angeles,California,West,2017-04-23,Standard Class,0.20,42.00,0.08,558.00,348.75,0.08,9,14.86,Clay LudtkeLos Angeles,High
2017-04-14,CA-2017-134887,5,Toby Braunhardt,Consumer,Logitech P710e Mobile Speakerphone,Technology,Accessories,Logitech,Norman,Oklahoma,Central,2017-04-14,Same Day,0.00,245.00,0.19,"1,287.00",257.40,0.19,0,52.35,Toby BraunhardtNorman,High
2017-04-15,CA-2017-134936,2,Erin Smith,Corporate,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,Cardinal,Tucson,Arizona,West,2017-04-27,Standard Class,0.70,-4.00,-0.80,5.00,8.33,-0.80,12,5.53,Erin SmithTucson,Loss
2017-04-15,CA-2017-134936,6,Erin Smith,Corporate,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Wilson Jones,Tucson,Arizona,West,2017-04-27,Standard Class,0.70,-8.00,-0.73,10.00,5.56,-0.80,12,5.53,Erin SmithTucson,Loss
2017-04-15,CA-2017-134936,6,Erin Smith,Corporate,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,SAFCO,Tucson,Arizona,West,2017-04-27,Standard Class,0.50,-219.00,-0.48,456.00,152.00,-0.48,12,5.53,Erin SmithTucson,Loss
2017-04-15,CA-2017-135265,1,Christopher Conant,Consumer,Xerox 1942,Office Supplies,Paper,Xerox,Los Angeles,California,West,2017-04-22,Second Class,0.00,24.00,0.50,49.00,49.00,0.49,7,6.70,Christopher ConantLos Angeles,Low
2017-04-15,CA-2017-135265,4,Christopher Conant,Consumer,"Global Leather Task Chair, Black",Furniture,Chairs,Global,Los Angeles,California,West,2017-04-22,Second Class,0.20,-4.00,-0.01,288.00,90.00,-0.01,7,6.70,Christopher ConantLos Angeles,Loss
2017-04-15,CA-2017-135265,5,Christopher Conant,Consumer,Canon PC1060 Personal Laser Copier,Technology,Copiers,Canon,Los Angeles,California,West,2017-04-22,Second Class,0.20,945.00,0.34,"2,800.00",700.00,0.34,7,6.70,Christopher ConantLos Angeles,High
2017-04-15,CA-2017-135461,5,Erica Bern,Corporate,Motorola L703CM,Technology,Phones,Motorola,Los Angeles,California,West,2017-04-21,Second Class,0.20,39.00,0.06,624.00,156.00,0.06,6,6.70,Erica BernLos Angeles,High
2017-04-15,CA-2017-135594,7,Adrian Hane,Home Office,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Kingston,Aurora,Illinois,Central,2017-04-23,Second Class,0.20,-1.00,-0.01,50.00,8.93,-0.02,8,0.82,Adrian HaneAurora,Loss
2017-04-16,CA-2017-135636,5,Doug Bickford,Consumer,Fellowes Econo/Stor Drawers,Office Supplies,Storage,Fellowes,Charlotte,North Carolina,South,2017-04-27,Standard Class,0.20,-68.00,-0.18,388.00,97.00,-0.18,11,7.75,Doug BickfordCharlotte,Loss
2017-04-16,CA-2017-135776,2,Edward Hooks,Corporate,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,Sanford,Seattle,Washington,West,2017-04-20,Standard Class,0.00,1.00,0.28,4.00,2.00,0.25,4,7.00,Edward HooksSeattle,Low
2017-04-16,CA-2017-135776,3,Edward Hooks,Corporate,Newell 317,Office Supplies,Art,Newell,Seattle,Washington,West,2017-04-20,Standard Class,0.00,3.00,0.29,9.00,3.00,0.33,4,7.00,Edward HooksSeattle,Low
2017-04-16,CA-2017-135776,2,Edward Hooks,Corporate,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,Other,Seattle,Washington,West,2017-04-20,Standard Class,0.00,18.00,0.48,38.00,19.00,0.47,4,7.00,Edward HooksSeattle,Low
2017-04-16,CA-2017-135776,1,Edward Hooks,Corporate,Xerox 1911,Office Supplies,Paper,Xerox,Seattle,Washington,West,2017-04-20,Standard Class,0.00,23.00,0.48,48.00,48.00,0.48,4,7.00,Edward HooksSeattle,Low
2017-04-16,CA-2017-135776,2,Edward Hooks,Corporate,Staple envelope,Office Supplies,Envelopes,Staple envelope,Seattle,Washington,West,2017-04-20,Standard Class,0.00,30.00,0.49,62.00,31.00,0.48,4,7.00,Edward HooksSeattle,Low
2017-04-16,CA-2017-135776,2,Edward Hooks,Corporate,SAFCO Boltless Steel Shelving,Office Supplies,Storage,SAFCO,Seattle,Washington,West,2017-04-20,Standard Class,0.00,2.00,0.01,227.00,113.50,0.01,4,7.00,Edward HooksSeattle,Low
2017-04-17,CA-2017-135776,4,Edward Hooks,Corporate,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,Tennsco,Seattle,Washington,West,2017-04-20,Standard Class,0.00,56.00,0.05,"1,118.00",279.50,0.05,3,7.00,Edward HooksSeattle,High
2017-04-17,CA-2017-135965,6,Sam Zeldin,Home Office,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Other,New York City,New York,East,2017-04-29,First Class,0.00,37.00,0.29,128.00,21.33,0.29,12,23.55,Sam ZeldinNew York City,Low
2017-04-17,CA-2017-136021,3,Jill Matthias,Consumer,Array Memo Cubes,Office Supplies,Paper,Array,Los Angeles,California,West,2017-04-29,Standard Class,0.00,8.00,0.49,16.00,5.33,0.50,12,14.86,Jill MatthiasLos Angeles,Low
2017-04-17,CA-2017-136021,6,Jill Matthias,Consumer,Texas Instruments TI-34 Scientific Calculator,Technology,Machines,Texas Instruments,Los Angeles,California,West,2017-04-29,Standard Class,0.20,36.00,0.34,106.00,22.08,0.34,12,14.86,Jill MatthiasLos Angeles,Low
2017-04-17,CA-2017-136049,3,Neoma Murray,Consumer,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Universal,Bowling Green,Ohio,East,2017-04-29,Standard Class,0.70,-4.00,-0.73,6.00,6.67,-0.67,12,9.29,Neoma MurrayBowling Green,Loss
2017-04-18,CA-2017-136126,5,Eugene Hildebrand,Home Office,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies,Acme,Newport News,Virginia,South,2017-04-18,Same Day,0.00,20.00,0.29,70.00,14.00,0.29,0,47.67,Eugene HildebrandNewport News,Low
2017-04-18,CA-2017-136126,4,Eugene Hildebrand,Home Office,Xerox 1911,Office Supplies,Paper,Xerox,Newport News,Virginia,South,2017-04-18,Same Day,0.00,92.00,0.48,192.00,48.00,0.48,0,47.67,Eugene HildebrandNewport News,High
2017-04-18,CA-2017-136133,9,Helen Wasserman,Corporate,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,Belkin,New York City,New York,East,2017-04-26,Second Class,0.00,99.00,0.28,355.00,39.44,0.28,8,0.94,Helen WassermanNew York City,High
2017-04-18,CA-2017-136231,3,Darrin Martin,Consumer,Xerox 1971,Office Supplies,Paper,Xerox 1971,Johnson City,Tennessee,South,2017-04-25,Second Class,0.20,3.00,0.31,10.00,4.17,0.30,7,5.61,Darrin MartinJohnson City,Low
2017-04-18,CA-2017-136231,3,Darrin Martin,Consumer,Staple envelope,Office Supplies,Envelopes,Staple envelope,Johnson City,Tennessee,South,2017-04-25,Second Class,0.20,8.00,0.33,23.00,9.58,0.35,7,5.61,Darrin MartinJohnson City,Low
2017-04-18,CA-2017-136231,7,Darrin Martin,Consumer,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Wilson Jones,Johnson City,Tennessee,South,2017-04-25,Second Class,0.70,-63.00,-0.73,86.00,40.95,-0.73,7,5.61,Darrin MartinJohnson City,Loss
2017-04-18,CA-2017-136231,2,Darrin Martin,Consumer,Nortel Networks T7316 E Nt8 B27,Technology,Phones,Nortel,Johnson City,Tennessee,South,2017-04-25,Second Class,0.20,7.00,0.06,109.00,68.13,0.06,7,5.61,Darrin MartinJohnson City,Low
2017-04-18,CA-2017-136287,3,Sonia Sunley,Consumer,Avery 51,Office Supplies,Labels,Avery,Wichita,Kansas,Central,2017-04-27,Standard Class,0.00,9.00,0.46,19.00,6.33,0.47,9,12.11,Sonia SunleyWichita,Low
2017-04-18,CA-2017-136301,2,Edward Hooks,Corporate,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,Westinghouse,San Francisco,California,West,2017-04-23,Second Class,0.00,7.00,0.26,28.00,14.00,0.25,5,2.77,Edward HooksSan Francisco,Low
2017-04-19,CA-2017-136301,3,Edward Hooks,Corporate,High Speed Automatic Electric Letter Opener,Office Supplies,Supplies,Other,San Francisco,California,West,2017-04-23,Second Class,0.00,197.00,0.04,"4,913.00","1,637.67",0.04,4,2.77,Edward HooksSan Francisco,High
2017-04-19,CA-2017-136322,8,Anne Pryor,Home Office,GBC Personal VeloBind Strips,Office Supplies,Binders,GBC,Fort Lauderdale,Florida,South,2017-05-01,Standard Class,0.70,-21.00,-0.73,29.00,12.08,-0.72,12,11.62,Anne PryorFort Lauderdale,Loss
2017-04-19,CA-2017-136322,2,Anne Pryor,Home Office,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,Seth Thomas,Fort Lauderdale,Florida,South,2017-05-01,Standard Class,0.20,10.00,0.21,46.00,28.75,0.22,12,11.62,Anne PryorFort Lauderdale,Low
2017-04-19,CA-2017-136329,4,Jonathan Doherty,Corporate,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,Deflect-o,New York City,New York,East,2017-04-22,Standard Class,0.00,15.00,0.09,165.00,41.25,0.09,3,10.09,Jonathan DohertyNew York City,Low
2017-04-19,CA-2017-136329,2,Jonathan Doherty,Corporate,Hon GuestStacker Chair,Furniture,Chairs,Hon,New York City,New York,East,2017-04-22,Standard Class,0.10,73.00,0.18,408.00,226.67,0.18,3,10.09,Jonathan DohertyNew York City,High
2017-04-19,CA-2017-136371,1,Susan Vittorini,Consumer,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,GE,Oceanside,New York,East,2017-04-23,Second Class,0.00,7.00,0.46,15.00,15.00,0.47,4,5.90,Susan VittoriniOceanside,Low
2017-04-19,CA-2017-136371,4,Susan Vittorini,Consumer,"Master Caster Door Stop, Brown",Furniture,Furnishings,Master Caster,Oceanside,New York,East,2017-04-23,Second Class,0.00,7.00,0.34,20.00,5.00,0.35,4,5.90,Susan VittoriniOceanside,Low
2017-04-19,CA-2017-136406,2,Bill Donatelli,Consumer,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,Hon,San Francisco,California,West,2017-04-24,Second Class,0.20,0.00,0.00,"1,122.00",701.25,0.00,5,2.77,Bill DonatelliSan Francisco,Loss
2017-04-19,CA-2017-136434,3,Rick Duston,Consumer,DAX Cubicle Frames - 8x10,Furniture,Furnishings,DAX,Richmond,Indiana,Central,2017-04-24,Standard Class,0.00,5.00,0.30,17.00,5.67,0.29,5,12.51,Rick DustonRichmond,Low
2017-04-19,CA-2017-136483,2,Allen Goldenen,Consumer,Newell 343,Office Supplies,Art,Newell,Knoxville,Tennessee,South,2017-04-21,Standard Class,0.20,0.00,0.09,5.00,3.13,0.00,2,11.41,Allen GoldenenKnoxville,Loss
2017-04-19,CA-2017-136595,3,Elizabeth Moffitt,Corporate,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,Executive Impressions,Houston,Texas,Central,2017-04-28,First Class,0.60,-12.00,-0.55,21.00,17.50,-0.57,9,23.68,Elizabeth MoffittHouston,Loss
2017-04-19,CA-2017-136686,3,Roy Französisch,Consumer,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,Belkin,Pasadena,California,West,2017-04-28,Standard Class,0.00,16.00,0.28,57.00,19.00,0.28,9,11.14,Roy FranzösischPasadena,Low
2017-04-19,CA-2017-136686,6,Roy Französisch,Consumer,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,Pasadena,California,West,2017-04-28,Standard Class,0.00,123.00,0.32,384.00,64.00,0.32,9,11.14,Roy FranzösischPasadena,High
2017-04-19,CA-2017-136770,2,Stephanie Phelps,Corporate,Plantronics Voyager Pro Legend,Technology,Phones,Plantronics,Akron,Ohio,East,2017-04-24,Standard Class,0.40,-49.00,-0.20,247.00,205.83,-0.20,5,9.22,Stephanie PhelpsAkron,Loss
2017-04-19,CA-2017-136770,2,Stephanie Phelps,Corporate,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,Cisco,Akron,Ohio,East,2017-04-24,Standard Class,0.40,-56.00,-0.22,260.00,216.67,-0.22,5,9.22,Stephanie PhelpsAkron,Loss
2017-04-21,CA-2017-136770,5,Stephanie Phelps,Corporate,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,Logitech,Akron,Ohio,East,2017-04-24,Standard Class,0.20,49.00,0.18,280.00,70.00,0.18,3,9.22,Stephanie PhelpsAkron,High
2017-04-21,CA-2017-136812,4,Arthur Wiediger,Home Office,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,Tennsco,Oklahoma City,Oklahoma,Central,2017-04-25,Standard Class,0.00,56.00,0.05,"1,118.00",279.50,0.05,4,6.07,Arthur WiedigerOklahoma City,High
